/* DATA DESCRIPTION:
Citation:	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at station GRL_KAN_L on the Greenland ice sheet [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.970128, 
	In: Van Tiggelen, M et al. (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at 19 stations on the Greenland ice sheet (2003-2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.970127
Abstract:	Daily averaged surface energy balance (SEB) components and meteorological quantities at 19 locations on the Greenland ice sheet. Three stations are located in the accumulation zone (S10, KAN_U and S21), while the other locations are in the ablation zone. Seven stations are part of the IMAU network , while the other stations are from the PROMICE network. The longest time series span between 2003 and 2023 (S5, S6 and S9, all located along the K-transect in West Greenland). The data contains modelled and measured turbulent heat fluxes, all four radiation components, daily melt energy, subsurface heat flux, air temperature, wind and humidity corrected at standard heights above the surface, height of the sensor, snow accumulation measured by a sonic height ranger, ice/snow ablation measured by a draw-wire, a pressure transducer depth assembly, or acoustic ranger mounted on a separate stake. Days with at least one missing sample are removed from the dataset.
Keyword(s):	automatic weather station; Greenland; surface energy balance
Related to:	Fausto, Robert S; van As, Dirk; Mankoff, Kenneth D; Vandecrux, Baptiste; Citterio, Michele; Ahlstrøm, Andreas P; Andersen, Signe B; Colgan, William; Karlsson, Nanna Bjørnholt; Kjeldsen, Kristian Kjellerup; Korsgaard, Niels J; Larsen, Signe H; Nielsen, Søren; Pedersen, Allan Ø; Shields, Christopher L; Solgaard, Anne M; Box, Jason E (2021): Programme for Monitoring of the Greenland Ice Sheet (PROMICE) automatic weather station data. Earth System Science Data, 13(8), 3819-3845, https://doi.org/10.5194/essd-13-3819-2021
	How, Penelope; Abermann, Jakob; Ahlstrøm, Andreas P; Andersen, Signe B; Box, Jason E; Citterio, Michele; Colgan, William; Fausto, Robert S; Karlsson, Nanna Bjørnholt; Jakobsen, Jette; Langley, Kirsty; Larsen, Signe H; Lund, Mads C; Mankoff, Kenneth D; Pedersen, Allan Ø; Rutishauser, Anja; Shield, C L; Solgaard, Anne M; van As, Dirk; Vandecrux, Baptiste; Wright, Patrick J (2022): PROMICE and GC-Net automated weather station data in Greenland [dataset]. GEUS Dataverse, https://doi.org/10.22008/FK2/IW73UU
	Smeets, Paul C J P; van den Broeke, Michiel R; Boot, Wim; Cover, Giorgio; Eijkelboom, Mark; Greuell, Wouter; Tijm-Reijmer, Carleen H; Snellen, Henk; van de Wal, Roderik S W (2022): Automatic weather station data collected from 2003 to 2021 at the Greenland ice sheet along the K-transect, West-Greenland [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.947483
	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Surface energy balance closure over melting snow and ice from in situ measurements on the Greenland ice sheet. Journal of Glaciology, 1-11, https://doi.org/10.1017/jog.2024.68
Coverage:	LATITUDE: 67.079300 * LONGITUDE: -49.951300
	DATE/TIME START: 2008-09-01T00:00:00 * DATE/TIME END: 2024-01-03T00:00:00
	MINIMUM HEIGHT above ground: 2 m * MAXIMUM HEIGHT above ground: 10 m
Event(s):	GRL_KAN_L (KAN_L) * LATITUDE: 67.079300 * LONGITUDE: -49.951300 * DATE/TIME START: 2008-09-01T00:00:00 * DATE/TIME END: 2024-01-03T00:00:00 * ELEVATION: 528.0 m * LOCATION: West Greenland Ice Sheet * METHOD/DEVICE: Automatic weather station (AWS) * COMMENT: K-transect; PROMICE
Parameter(s):	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 1, see parameter comments
	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 2, see parameter comments
	DATE/TIME (Date/Time) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 10m height
	Pressure, atmospheric, daily mean [hPa] (PPPP day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Short-wave downward (GLOBAL) radiation, daily mean [W/m**2] (SWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Short-wave upward (REFLEX) radiation, daily mean [W/m**2] (SWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Long-wave downward radiation, daily mean [W/m**2] (LWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Long-wave upward radiation, daily mean [W/m**2] (LWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Heat, flux, sensible, modeled [W/m**2] (Qh mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (SHFdown)
	Heat, flux, latent, modeled [W/m**2] (Qe mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (LHFdown)
	Soil heat, flux, modeled [W/m**2] (Soil heat flux mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: subsurface, positive upwards (GHFup)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of sensor AWS boom above the surface (z_u)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: from LWU and emissitivty = 1 (Ts_obs)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled using SEB model (Ts_mod)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled daily melt energy using SEB model and Ts_mod (melt_mod)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of AWS boom above the surface measured by sonic Height ranger (z_boom)
	Height, stake [m] (H stake) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: above the surface measured by sonic Height ranger (z_stakes)
	Sensor depth [m] (Sensor depth) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of pressure transducer assembly (z_pt_cor)
	Density, surface [mg/cm**3] (Surface den) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: estimated
	Heat, flux, sensible [W/m**2] (Qh) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (SHFdown_obs)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_boom)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_stakes)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_pt_cor)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to snow accumulation estimated from dz_boom (acc_day)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_SEB)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to melt estimated from sum of SEB when Tsmax > -2 C (melt_day)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to sublimation from LHFdown (subl_day)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: maximum daily, using LWu and emissivity ' 1 (Tsmax)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from sonic Height ranger on AWS boom (dz_boom)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from sonic Height ranger on separate stake (dz_stakes)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from pressure transducer assembly (dz_pt_cor)
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from SEB model
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from AWS data
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	180824 data points
*/
Height [m] (height 1, see parameter comments)	Height [m] (height 2, see parameter comments)	Date/Time	TTT day m [°C] (Automatic weather station)	TTT day m [°C] (corrected at 2m height)	Humidity spec daily m [g/kg] (Automatic weather station)	Humidity spec daily m [g/kg] (corrected at 2m height)	RH day m [%] (Automatic weather station)	RH day m [%] (corrected at 2m height)	ff day m [m/s] (Automatic weather station)	ff day m [m/s] (corrected at 10m height)	PPPP day m [hPa] (Automatic weather station)	SWD day m [W/m**2] (Pyranometer)	SWU day m [W/m**2] (Pyranometer)	LWD day m [W/m**2] (Pyrgeometer)	LWU day m [W/m**2] (Pyrgeometer)	Qh mod [W/m**2] (surface, positive downwards (...)	Qe mod [W/m**2] (surface, positive downwards (...)	Soil heat flux mod [W/m**2] (subsurface, positive upwards ...)	Height [m] (of sensor AWS boom above the ...)	Surf temp [°C] (from LWU and emissitivty = 1 ...)	Surf temp [°C] (modelled using SEB model (Ts_...)	Melt E [W/m**2] (modelled daily melt energy us...)	Height [m] (of AWS boom above the surface...)	H stake [m] (above the surface measured by...)	Sensor depth [m] (of pressure transducer assemb...)	Surface den [mg/cm**3] (estimated)	Qh [W/m**2] (surface, positive downwards (...)	Melt E [W/m**2] (daily, (melt_day_dz_boom))	Melt E [W/m**2] (daily, (melt_day_dz_stakes))	Melt E [W/m**2] (daily, (melt_day_dz_pt_cor))	Height change [m] (daily, due to snow accumulati...)	Melt E [W/m**2] (daily, (melt_day_SEB))	Height change [m] (daily, due to melt estimated ...)	Height change [m] (daily, due to sublimation fro...)	Surf temp [°C] (maximum daily, using LWu and ...)	Height change [m] (daily, from sonic Height rang...)	Height change [m] (daily, from sonic Height rang...)	Height change [m] (daily, from pressure transduc...)	Samples [#] (valid hourly samples from SEB...)	Samples [#] (valid hourly samples from AWS...)
2	10	2008-09-01	4.203	4.051	4.256	4.265	77.088	75.059	6.156	7.439	932.182	82.398	44.242	256.874	315.751	83.870	9.774	-1.572	3.250	0.110	0.000	63.883	2.424	0.737	15.686	916.000		216.092	32.667		0.000	71.350	0.020	0.000	0.303	0.061	0.009	0.101	3	3
2	10	2008-09-02	4.068	3.907	4.418	4.408	80.668	78.339	4.680	5.692	930.449	81.805	43.050	303.286	317.012	63.477	12.566	-0.854	3.250	0.297	0.000	101.432	2.468	0.766	15.707	916.000		69.468	157.994	147.812	0.000	100.217	0.028	0.000	0.697	0.019	0.044	-0.042	24	24
2	10	2008-09-03	2.931	2.735	4.269	4.252	84.286	82.912	2.657	3.144	928.519	100.937	51.702	308.754	315.911	25.355	3.630	-0.053	3.250	0.041	0.000	69.907	2.476	0.798	15.663	916.000		30.172	38.671	93.647	0.000	71.010	0.020	0.000	0.346	0.008	0.011	-0.027	24	24
2	10	2008-09-04	2.744	2.637	3.767	3.761	75.547	74.074	3.004	3.735	928.334	180.568	94.957	279.659	314.806	31.502	-10.263	0.668	3.250	-0.181	-0.001	68.090		0.807	15.645	916.000			18.266	98.705	0.000	72.373	0.020	0.000	-0.027		0.006	-0.028	24	24
2	10	2008-09-05	2.796	2.647	4.423	4.454	86.731	86.055	2.680	3.091	915.073	51.035	28.358	320.645	316.676	24.584	5.573	-0.791	3.250	0.237	0.000	57.372	2.494	0.816	15.614	894.511					-0.026	56.013	0.016	0.000	0.951	-0.026	0.018	0.005	24	24
2	10	2008-09-06	0.816	0.688	4.283	4.246	96.601	96.112	0.746	0.881	912.621	66.191	43.709	317.876	314.698	2.757	1.379	4.752	3.234	-0.236	-0.017	27.667	2.478	0.829	15.602	400.232					-0.004	34.548	0.022	0.000	0.472	-0.004	-0.001	-0.030	24	24
2	10	2008-09-07	-0.086	-0.154	3.903	3.895	94.635	94.653	1.131	1.418	915.408	100.202	88.180	315.599	312.061	3.104	-0.042	6.188	3.226	-0.806	-0.127	12.745	2.497	0.823	15.596	400.195					0.000	24.809	0.016	0.000	0.525	0.000	-0.024	0.001	24	24
2	10	2008-09-08	-1.539	-1.770	3.247	3.192	89.095	87.793	1.328	1.629	922.621	134.666	128.539	300.983	300.074	8.985	-1.343	15.147	3.206	-3.714	-1.753	0.000	2.499	0.780	15.584	400.199					-0.028	29.825	0.019	0.000	-1.463	-0.028	-0.031	-0.007	24	24
2	10	2008-09-09	-5.361	-5.575	2.125	2.113	80.780	77.487	2.977	3.646	925.628	174.248	144.384	224.020	281.894	23.998	-5.990	25.132	3.205	-7.743	-6.908	0.000	2.494	0.777	15.582	400.192					-0.010	0.000	0.000	0.000	-3.424	-0.010	0.001	0.005	24	24
2	10	2008-09-10	-2.064	-1.905	2.643	2.696	76.987	74.446	2.067	2.473	925.963	151.265	114.336	240.073	291.782	20.995	-4.130	8.935	3.205	-5.102	-4.757	11.170	2.501	0.784	15.579	400.179					-0.004	11.019	0.007	0.000	0.434	-0.004	0.026	-0.007	24	24
2	10	2008-09-11	-0.582	-0.810	2.787	2.775	71.027	71.355	2.976	3.722	925.567	175.569	127.559	253.626	302.506	25.488	-16.495	3.925	3.209	-3.038	-2.564	0.000	2.499	0.803	15.571	400.122					-0.004	12.048	0.008	0.001	-1.425	-0.004	-0.004	0.009	24	24
2	10	2008-09-12	-1.915	-1.902	2.485	2.553	70.158	70.645	2.065	2.333	920.806	137.232	98.526	246.576	297.149	17.441	-8.985	3.563	3.213	-3.939	-3.696	1.308	2.507	0.801	15.564	400.213		5.130	5.130		0.000	0.151	0.000	0.001	-1.246	0.004	0.004	-0.006	24	24
2	10	2008-09-13	-0.718	-0.921	3.148	3.141	81.061	81.383	0.990	1.203	923.930	148.055	105.734	270.799	305.797	5.023	-3.635	0.839	3.217	-2.336	-2.037	7.817	2.504	0.804	15.563	400.152		8.079			0.000	9.550	0.006	0.000	-0.786	0.006	-0.001	-0.023	24	24
2	10	2008-09-14	-1.103	-0.981	2.772	2.804	74.568	73.080	2.713	3.447	919.817	141.858	98.263	239.770	297.354	30.269	-12.378	4.564	3.217	-3.863	-3.531	3.321	2.513	0.804	15.557	400.153		2.563	4.110		0.000	8.465	0.005	0.001	-1.316	0.003	0.004	-0.002	24	24
2	10	2008-09-15	0.992	0.734	3.394	3.403	76.550	76.863	5.868	7.138	919.427	91.907	65.574	280.640	309.492	46.749	-21.130	-3.192	3.217	-1.466	-0.865	7.121	2.498	0.814	15.554	400.152					-0.002	19.910	0.013	0.002	-0.073	-0.002	0.014	0.008	24	24
2	10	2008-09-16	-5.418	-5.822	1.972	1.925	74.654	71.266	3.797	4.753	920.374	168.886	133.155	228.241	279.630	38.038	-11.696	37.978	3.222	-8.505	-6.901	0.000			15.546	400.151					0.000	0.000	0.000	0.001	-5.828			-0.030	24	24
2	10	2008-09-17	-4.841	-4.661	2.382	2.445	84.109	81.659	2.555	3.020	919.341	108.111	85.747	250.848	285.462	18.049	-3.844	5.880	3.223	-6.638	-6.030	0.000	2.508	0.773	15.547	400.153					-0.002	0.000	0.000	0.000	-2.456	-0.002	-0.019	0.022	24	24
2	10	2008-09-18	-3.720	-3.811	2.423	2.449	78.270	76.843	4.199	5.125	915.969	83.928	70.003	249.708	289.709	30.613	-15.863	4.312	3.223	-5.674	-5.791	0.000	2.509	0.797	15.548	400.168		-0.168	25.976		0.000	-7.015	-0.005	0.001	-1.916	0.001	0.018	-0.004	24	24
2	10	2008-09-19	-3.677	-3.790	2.977	2.961	96.987	93.787	2.223	2.682	914.909	73.593	72.589	298.191	295.074	6.171	-1.502	3.171	3.210	-4.660	-3.873	0.000	2.439	0.671	15.552	400.201					-0.071	0.000	0.000	0.000	-2.734	-0.071	-0.190	-0.016	24	24
2	10	2008-09-20	-4.266	-4.419	2.738	2.708	94.326	90.260	3.040	4.015	918.586	103.429	93.146	284.659	291.777	12.868	-1.360	11.982	3.227	-5.516	-4.522	0.000	2.397	0.428	15.548	400.081					-0.022	0.000	0.000	0.000	-3.060	-0.022	-0.187	0.007	24	24
2	10	2008-09-21	-5.263	-5.036	2.190	2.261	75.911	73.041	5.892	7.213	912.814	94.260	77.408	238.518	281.487	50.202	-14.879	7.234	3.239	-7.510	-6.943	0.000	2.466	0.588	15.546	400.138		189.126			0.000	16.441	0.011	0.001	-0.950	0.123		-0.005	24	24
2	10	2008-09-22	-3.571	-4.001	2.273	2.209	72.215	70.261	4.709	5.783	921.469	146.360	115.996	223.614	285.857	50.546	-13.506	23.847	3.240	-7.043	-6.244	0.000	2.514	0.675	15.553	400.146					0.000	0.000	0.000	0.001	-4.311	0.002	0.017	-0.002	24	24
2	10	2008-09-23	-7.771	-8.068	1.716	1.702	80.924	75.811	2.610	3.326	931.770	138.631	108.187	202.662	269.361	26.874	-3.593	24.255	3.232	-10.762	-10.001	0.000	2.500	0.690	15.566	400.281					-0.010	0.000	0.000	0.000	-6.125	-0.010	0.006	0.029	24	24
2	10	2008-09-24	-14.265	-14.397	0.886	0.899	74.879	66.614	4.901	5.887	931.204	136.308	105.288	181.746	248.075	30.549	-14.181	44.924	3.234	-15.962	-14.868	0.000	2.515	0.695	15.594	400.242					0.000	0.000	0.000	0.001	-13.414	0.006	0.003	-0.002	24	24
2	10	2008-09-25	-10.916	-10.785	1.288	1.308	80.306	72.489	4.300	5.506	930.532	121.329	94.527	232.806	263.574	21.376	-16.113	11.453	3.234	-11.990	-11.576	0.000	2.519	0.698	15.590	400.227					0.000	0.000	0.000	0.001	-10.573	0.001	0.003	0.014	24	24
2	10	2008-09-26	-3.361	-3.025	2.256	2.363	69.470	69.167	6.639	8.197	926.415	66.651	52.346	273.854	290.109	50.398	-27.372	-29.066	3.234	-5.332	-5.508	0.000	2.502	0.746	15.591	400.236					-0.013	-7.991	-0.005	0.002	-1.598	-0.013	0.130	-0.002	24	24
2	10	2008-09-27	1.720	1.696	3.668	3.706	78.442	78.124	6.795	8.338	924.805	43.369	34.978	291.096	310.928	60.146	-9.762	-29.180	3.234	-0.929	-0.853	18.946	2.493	0.830	15.577	400.226		14.167	6.276		0.000	9.764	0.006	0.001	0.011	0.010	0.005	0.001	24	24
2	10	2008-09-28	-1.062	-1.346	3.355	3.311	89.598	88.961	4.516	5.338	929.865	67.047	57.528	297.957	305.734	16.597	-8.695	-3.058	3.234	-2.371	-1.942	0.918	2.500	0.784	15.577	400.223					-0.018	6.587	0.004	0.001	-0.187	-0.018	-0.149	0.008	24	24
2	10	2008-09-29	-5.074	-5.195	2.300	2.294	86.357	82.791	2.084	2.535	937.313	72.738	62.554	266.248	285.257	14.092	-3.117	17.066	3.234	-6.871	-5.886	0.000	2.489	0.693	15.580	400.220					0.000	0.000	0.000	0.000	-4.265	0.005	0.020	-0.004	24	24
2	10	2008-09-30	-5.462	-5.495	2.390	2.390	93.810	89.151	1.593	2.052	944.157	70.213	60.511	291.175	286.343	7.180	-2.062	5.685	3.228	-6.588	-5.197	0.000	2.504	0.699	15.576	400.171					0.000	0.000	0.000	0.000	-5.016	0.000	-0.002	0.003	24	24
2	10	2008-10-01	-5.547	-5.794	2.221	2.190	87.486	83.140	2.952	3.558	945.488	55.365	47.716	264.974	282.341	18.624	-4.186	12.455	3.216	-7.790	-6.856	0.000	2.487	0.696	15.586	400.192					-0.017	0.000	0.000	0.000	-5.015	-0.017	-0.004	0.004	24	24
2	10	2008-10-02	-11.285	-11.727	1.102	1.075	71.248	64.369	3.878	4.801	942.102	112.223	94.501	192.669	252.465	48.053	-7.956	41.203	3.216	-15.185	-13.400	0.000	2.495	0.698	15.575	400.187					0.000	0.000	0.000	0.001	-12.386	0.018	0.009	-0.007	24	24
2	10	2008-10-03	-13.794	-13.876	0.970	0.994	75.457	67.956	2.913	3.357	928.036	89.376	74.087	179.156	238.086	40.422	-1.985	39.963	3.213	-18.733	-16.537	0.000	2.503	0.706	15.566	400.218					0.000	0.000	0.000	0.000	-12.805	0.006	0.009	0.003	24	24
2	10	2008-10-04	-10.939	-11.185	1.320	1.316	82.272	74.909	1.311	1.546	926.956	78.014	62.774	200.136	244.497	21.788	1.752	22.366	3.213	-16.670	-14.843	0.000	2.505	0.710	15.568	400.218					-0.002	0.000	0.000	0.000	-11.254	-0.002	0.000	0.004	24	24
2	10	2008-10-05	-11.621	-11.908	1.463	1.442	95.401	85.469	1.301	1.741	919.458	90.703	72.396	261.142	256.315	11.936	0.001	13.863	3.213	-14.044	-11.193	0.000	2.505	0.709	15.565	400.220					0.000	0.000	0.000	0.000	-10.538	0.003	-0.002	-0.019	24	24
2	10	2008-10-06	-18.427	-18.681	0.708	0.696	84.892	71.205	4.021	4.956	912.603	78.379	64.128	220.094	232.042	27.818	-5.769	39.523	3.209	-20.428	-17.803	0.000	2.498	0.709	15.550	400.275					-0.005	0.000	0.000	0.000	-16.873	-0.005	0.002	-0.009	24	24
2	10	2008-10-07	-11.937	-11.438	1.199	1.252	73.365	65.396	3.447	4.287	917.566	53.354	41.579	204.285	249.685	45.621	-9.243	2.202	3.209	-15.214	-14.465	0.000	2.499	0.719	15.558	400.283					0.000	0.000	0.000	0.001	-6.237	0.007	0.016	0.028	24	24
2	10	2008-10-08	-3.831	-4.000	1.832	1.856	60.938	60.164	6.532	8.086	922.251	91.709	64.504	212.291	280.600	84.628	-28.580	-16.162	3.212	-7.906	-7.858	0.000	2.502	0.806	15.568	400.232					-0.015	0.000	0.000	0.002	-4.751	-0.015	0.104	-0.022	24	24
2	10	2008-10-09	-6.677	-6.920	1.612	1.616	68.148	65.151	5.532	6.695	918.254	91.536	61.392	208.221	273.236	55.329	-19.759	3.096	3.216	-9.805	-9.604	0.000		0.843	15.560	400.188					0.000	0.000	0.000	0.002	-7.623		0.003	-0.005	24	24
2	10	2008-10-10	-7.710	-7.701	1.612	1.659	73.690	70.190	3.974	4.697	917.675	58.212	40.832	229.708	271.649	34.840	-11.966	-0.251	3.219	-9.915	-9.880	0.000		0.845	15.553	400.148					0.000	0.000	0.000	0.001	-6.587		0.001	0.013	24	24
2	10	2008-10-11	-6.772	-7.041	2.283	2.256	97.426	91.769	1.584	1.890	921.034	48.059	41.260	282.070	278.688	7.236	-0.361	3.204	3.191	-8.723	-7.349	0.000	2.511	0.781	15.563	400.235					0.000	0.000	0.000	0.000	-5.884	0.006	-0.122	0.005	24	24
2	10	2008-10-12	-11.133	-11.230	1.426	1.420	88.745	79.920	2.875	3.641	927.503	47.817	42.602	258.594	262.045	13.109	-7.280	12.525	3.191	-12.359	-11.315	0.000	2.505	0.727	15.565	400.206					-0.003	0.000	0.000	0.001	-10.185	-0.003	0.018	-0.001	24	24
2	10	2008-10-13	-15.690	-15.859	0.954	0.943	88.589	76.296	3.651	4.490	929.048	63.305	54.914	209.276	241.789	26.395	-4.653	32.238	3.197	-17.846	-16.432	0.000	2.514	0.740	15.562	400.145					0.000	0.000	0.000	0.000	-11.995	0.011	-0.003	-0.009	24	24
2	10	2008-10-14	-8.398	-8.057	1.786	1.863	84.111	79.089	5.238	6.596	920.368	35.081	29.100	248.807	270.727	33.448	-8.681	-11.768	3.197	-9.905	-9.819	0.000	2.520	0.774	15.566	400.146					-0.001	0.000	0.000	0.001	-5.398	-0.001	0.091	0.016	24	24
2	10	2008-10-15	-3.530	-3.680	2.460	2.466	79.191	77.479	5.541	6.585	911.914	28.928	22.915	276.427	290.820	37.695	-16.506	-14.546	3.197	-5.604	-5.617	0.000	2.494	0.845	15.564	400.145					-0.032	0.000	0.000	0.001	-4.724	-0.032	0.001	-0.005	24	24
2	10	2008-10-16	-7.125	-7.220	2.189	2.184	95.349	89.411	1.794	2.112	909.313	35.201	29.247	269.462	279.390	6.863	-0.273	1.325	3.188	-8.275	-7.860	0.000		0.819	15.558	400.259					0.000	0.000	0.000	0.000	-6.917		-0.016	0.007	24	24
