/* DATA DESCRIPTION:
Citation:	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at station GRL_KPC_U on the Greenland ice sheet [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.970146, 
	In: Van Tiggelen, M et al. (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at 19 stations on the Greenland ice sheet (2003-2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.970127
Abstract:	Daily averaged surface energy balance (SEB) components and meteorological quantities at 19 locations on the Greenland ice sheet. Three stations are located in the accumulation zone (S10, KAN_U and S21), while the other locations are in the ablation zone. Seven stations are part of the IMAU network , while the other stations are from the PROMICE network. The longest time series span between 2003 and 2023 (S5, S6 and S9, all located along the K-transect in West Greenland). The data contains modelled and measured turbulent heat fluxes, all four radiation components, daily melt energy, subsurface heat flux, air temperature, wind and humidity corrected at standard heights above the surface, height of the sensor, snow accumulation measured by a sonic height ranger, ice/snow ablation measured by a draw-wire, a pressure transducer depth assembly, or acoustic ranger mounted on a separate stake. Days with at least one missing sample are removed from the dataset.
Keyword(s):	automatic weather station; Greenland; surface energy balance
Related to:	Fausto, Robert S; van As, Dirk; Mankoff, Kenneth D; Vandecrux, Baptiste; Citterio, Michele; Ahlstrøm, Andreas P; Andersen, Signe B; Colgan, William; Karlsson, Nanna Bjørnholt; Kjeldsen, Kristian Kjellerup; Korsgaard, Niels J; Larsen, Signe H; Nielsen, Søren; Pedersen, Allan Ø; Shields, Christopher L; Solgaard, Anne M; Box, Jason E (2021): Programme for Monitoring of the Greenland Ice Sheet (PROMICE) automatic weather station data. Earth System Science Data, 13(8), 3819-3845, https://doi.org/10.5194/essd-13-3819-2021
	How, Penelope; Abermann, Jakob; Ahlstrøm, Andreas P; Andersen, Signe B; Box, Jason E; Citterio, Michele; Colgan, William; Fausto, Robert S; Karlsson, Nanna Bjørnholt; Jakobsen, Jette; Langley, Kirsty; Larsen, Signe H; Lund, Mads C; Mankoff, Kenneth D; Pedersen, Allan Ø; Rutishauser, Anja; Shield, C L; Solgaard, Anne M; van As, Dirk; Vandecrux, Baptiste; Wright, Patrick J (2022): PROMICE and GC-Net automated weather station data in Greenland [dataset]. GEUS Dataverse, https://doi.org/10.22008/FK2/IW73UU
	Smeets, Paul C J P; van den Broeke, Michiel R; Boot, Wim; Cover, Giorgio; Eijkelboom, Mark; Greuell, Wouter; Tijm-Reijmer, Carleen H; Snellen, Henk; van de Wal, Roderik S W (2022): Automatic weather station data collected from 2003 to 2021 at the Greenland ice sheet along the K-transect, West-Greenland [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.947483
	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Surface energy balance closure over melting snow and ice from in situ measurements on the Greenland ice sheet. Journal of Glaciology, 1-11, https://doi.org/10.1017/jog.2024.68
Coverage:	LATITUDE: 79.834700 * LONGITUDE: -25.166200
	DATE/TIME START: 2008-07-17T00:00:00 * DATE/TIME END: 2022-05-28T00:00:00
	MINIMUM HEIGHT above ground: 2 m * MAXIMUM HEIGHT above ground: 10 m
Event(s):	GRL_KPC_U (KPC_U) * LATITUDE: 79.834700 * LONGITUDE: -25.166200 * DATE/TIME START: 2008-07-17T00:00:00 * DATE/TIME END: 2022-05-28T00:00:00 * ELEVATION: 870.0 m * LOCATION: Northeast Greenland Ice Sheet * METHOD/DEVICE: Automatic weather station (AWS) * COMMENT: PROMICE
Parameter(s):	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 1, see parameter comments
	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 2, see parameter comments
	DATE/TIME (Date/Time) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 10m height
	Pressure, atmospheric, daily mean [hPa] (PPPP day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Short-wave downward (GLOBAL) radiation, daily mean [W/m**2] (SWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Short-wave upward (REFLEX) radiation, daily mean [W/m**2] (SWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Long-wave downward radiation, daily mean [W/m**2] (LWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Long-wave upward radiation, daily mean [W/m**2] (LWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Heat, flux, sensible, modeled [W/m**2] (Qh mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (SHFdown)
	Heat, flux, latent, modeled [W/m**2] (Qe mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (LHFdown)
	Soil heat, flux, modeled [W/m**2] (Soil heat flux mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: subsurface, positive upwards (GHFup)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of sensor AWS boom above the surface (z_u)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: from LWU and emissitivty = 1 (Ts_obs)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled using SEB model (Ts_mod)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled daily melt energy using SEB model and Ts_mod (melt_mod)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of AWS boom above the surface measured by sonic Height ranger (z_boom)
	Height, stake [m] (H stake) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: above the surface measured by sonic Height ranger (z_stakes)
	Density, surface [mg/cm**3] (Surface den) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: estimated
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_boom)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_stakes)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to snow accumulation estimated from dz_boom (acc_day)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_SEB)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to melt estimated from sum of SEB when Tsmax > -2 C (melt_day)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to sublimation from LHFdown (subl_day)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: maximum daily, using LWu and emissivity ' 1 (Tsmax)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from sonic Height ranger on AWS boom (dz_boom)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from sonic Height ranger on separate stake (dz_stakes)
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from SEB model
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from AWS data
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	159416 data points
*/
Height [m] (height 1, see parameter comments)	Height [m] (height 2, see parameter comments)	Date/Time	TTT day m [°C] (Automatic weather station)	TTT day m [°C] (corrected at 2m height)	Humidity spec daily m [g/kg]	Humidity spec daily m [g/kg] (corrected at 2m height)	RH day m [%] (Automatic weather station)	RH day m [%] (corrected at 2m height)	ff day m [m/s] (Automatic weather station)	ff day m [m/s] (corrected at 10m height)	PPPP day m [hPa] (Automatic weather station)	SWD day m [W/m**2] (Pyranometer)	SWU day m [W/m**2] (Pyranometer)	LWD day m [W/m**2] (Pyrgeometer)	LWU day m [W/m**2] (Pyrgeometer)	Qh mod [W/m**2] (surface, positive downwards (...)	Qe mod [W/m**2] (surface, positive downwards (...)	Soil heat flux mod [W/m**2] (subsurface, positive upwards ...)	Height [m] (of sensor AWS boom above the ...)	Surf temp [°C] (from LWU and emissitivty = 1 ...)	Surf temp [°C] (modelled using SEB model (Ts_...)	Melt E [W/m**2] (modelled daily melt energy us...)	Height [m] (of AWS boom above the surface...)	H stake [m] (above the surface measured by...)	Surface den [mg/cm**3] (estimated)	Melt E [W/m**2] (daily, (melt_day_dz_boom))	Melt E [W/m**2] (daily, (melt_day_dz_stakes))	Height change [m] (daily, due to snow accumulati...)	Melt E [W/m**2] (daily, (melt_day_SEB))	Height change [m] (daily, due to melt estimated ...)	Height change [m] (daily, due to sublimation fro...)	Surf temp [°C] (maximum daily, using LWu and ...)	Height change [m] (daily, from sonic Height rang...)	Height change [m] (daily, from sonic Height rang...)	Samples [#] (valid hourly samples from SEB...)	Samples [#] (valid hourly samples from AWS...)
2	10	2008-07-17	2.898	2.763	3.885	3.881	75.261	73.902	5.412	6.111	909.087	316.600	191.303	247.483	312.333	30.928	-2.450	-50.749	2.616	-0.713	0.000	53.775	2.614	0.855	400.138	1.258	9.456	0.000	38.177	0.025	0.000	-0.648	0.001	0.006	4	5
2	10	2008-07-18	2.540	2.455	3.703	3.708	73.474	72.277	6.196	6.978	908.465	359.911	219.924	240.113	310.744	36.580	-5.014	-17.943	2.616	-1.065	-0.128	76.466	2.617	0.864	400.141	6.215	16.734	0.000	82.979	0.054	0.000	-0.608	0.004	0.011	24	24
2	10	2008-07-19	2.703	2.618	3.834	3.837	75.241	73.856	5.879	6.618	908.068	352.986	216.593	241.235	311.568	34.105	-2.542	-10.524	2.616	-0.885	0.000	79.516	2.617	0.880	400.152			-0.000	87.099	0.056	0.000	-0.446	-0.000	0.018	24	24
2	10	2008-07-20	1.895	1.834	3.667	3.674	75.796	74.962	3.794	4.250	902.904	346.414	214.208	241.284	311.756	16.806	-4.380	-5.468	2.616	-0.845	-0.006	61.933	2.616	0.889	400.155		2.114	0.000	68.690	0.044	0.000	0.029	0.000	0.002	24	24
2	10	2008-07-21	-0.088	-0.127	3.450	3.454	82.493	82.299	2.083	2.316	903.627	339.168	213.338	236.422	306.478	5.507	-1.289	-5.041	2.615	-2.010	-0.275	46.626	2.615	0.890	400.175			0.000	54.952	0.036	0.000	-0.362	0.000	0.001	24	24
2	10	2008-07-22	0.436	0.395	3.634	3.637	84.525	84.180	2.400	2.669	912.328	312.669	199.578	250.957	308.572	6.693	-0.694	0.580	2.613	-1.549	-0.111	46.450	2.609	0.893	400.235			-0.011	62.055	0.040	0.000	0.093	-0.011	0.010	24	24
2	10	2008-07-23	0.850	0.793	3.430	3.436	77.180	76.930	3.910	4.388	911.279	342.810	220.399	234.443	307.315	16.346	-4.308	-0.081	2.580	-1.822	-0.295	42.299	2.590	0.900	400.150			-0.026	61.497	0.040	0.000	-0.666	-0.026	0.001	24	24
2	10	2008-07-24	1.374	1.308	3.401	3.408	73.163	72.680	4.316	4.851	906.771	337.393	216.597	235.093	307.862	20.564	-6.231	-4.591	2.566	-1.704	-0.404	47.164	2.568	0.901	400.252			-0.017	57.769	0.037	0.000	-0.414	-0.017	-0.001	24	24
2	10	2008-07-25	1.443	1.373	3.488	3.492	74.703	74.203	5.812	6.561	908.108	333.976	213.865	235.519	307.428	31.239	-5.218	-3.761	2.554	-1.796	-0.346	47.367	2.554	0.901	400.296			-0.013	70.462	0.046	0.000	-0.814	-0.013	0.012	24	24
2	10	2008-07-26	1.455	1.398	3.694	3.696	79.729	79.057	4.434	4.995	914.028	322.655	207.197	238.926	309.504	20.015	-1.728	-4.252	2.541	-1.339	-0.226	47.331	2.541	0.913	400.179			-0.013	58.914	0.038	0.000	-0.554	-0.013	0.005	24	24
2	10	2008-07-27	1.215	1.167	3.594	3.598	79.046	78.561	3.185	3.571	915.214	291.155	190.423	245.698	309.677	12.177	-2.356	-3.319	2.525	-1.302	-0.262	36.476	2.524	0.917	400.232			-0.020	43.255	0.028	0.000	-0.121	-0.020	0.004	24	24
2	10	2008-07-28	1.026	0.969	3.693	3.691	82.208	81.715	4.938	5.574	915.634	313.849	206.014	238.795	307.018	24.300	1.936	-3.129	2.511	-1.887	-0.472	44.448	2.511	0.925	400.252			-0.011	62.721	0.041	-0.000	-0.873	-0.011	0.015	24	24
2	10	2008-07-29	0.759	0.710	3.424	3.428	78.264	78.133	3.720	4.188	920.294	313.351	203.539	234.360	307.285	15.300	-3.322	-2.760	2.498	-1.828	-0.449	33.794	2.496	0.935	400.292			-0.012	46.105	0.030	0.000	-0.627	-0.012	0.000	24	24
2	10	2008-07-30	0.848	0.797	3.392	3.396	77.258	76.665	3.529	3.966	923.115	314.217	203.181	233.126	306.871	15.183	-2.988	-3.804	2.489	-1.926	-0.632	37.663	2.486	0.937	400.284			-0.000	45.681	0.030	0.000	-0.360	-0.000	0.002	24	24
2	10	2008-07-31	2.589	2.519	3.723	3.726	74.885	73.520	5.497	6.211	923.030	309.349	192.624	244.084	311.084	32.890	-3.265	-5.417	2.497	-0.992	-0.142	67.265	2.494	0.954	400.093	32.559	81.124	0.000	73.932	0.048	0.000	-0.237	0.021	0.053	24	24
2	10	2008-08-01	2.614	2.549	3.919	3.919	78.399	76.860	5.469	6.179	919.974	282.348	170.137	244.351	312.298	30.568	-0.181	-4.263	2.507	-0.725	-0.015	61.134	2.513	0.989	400.217			-0.007	70.389	0.045	0.000	-0.347	-0.007	0.005	24	24
2	10	2008-08-02	2.630	2.562	3.974	3.973	79.474	77.879	5.294	5.979	920.662	298.537	178.574	246.962	312.005	30.000	1.823	-3.784	2.504	-0.790	-0.016	71.820	2.500	1.001	400.277			-0.010	82.959	0.054	-0.000	-0.501	-0.010	0.022	24	24
2	10	2008-08-03	2.952	2.887	4.211	4.207	82.174	80.222	5.336	6.026	918.722	193.383	114.110	291.390	314.105	28.969	4.078	-5.206	2.513	-0.332	0.000	82.841	2.519	1.032	400.166	66.844	61.739	0.000	84.398	0.055	-0.000	-0.134	0.043	0.040	24	24
2	10	2008-08-04	2.392	2.337	4.122	4.119	83.892	82.310	3.699	4.155	921.088	223.509	125.664	281.901	313.967	15.906	1.914	-1.193	2.532	-0.362	0.000	78.106	2.537	1.065	400.142			-0.006	82.406	0.053	-0.000	0.044	-0.006	0.013	24	24
2	10	2008-08-05	2.525	2.464	4.084	4.082	82.201	80.583	4.436	4.994	919.600	231.566	131.550	269.272	313.143	21.672	2.185	-3.245	2.530	-0.541	-0.022	71.867	2.529	1.078	400.236			-0.004	76.757	0.050	-0.000	-0.182	-0.004	0.017	24	24
2	10	2008-08-06	2.119	2.067	4.127	4.125	85.421	84.000	4.107	4.625	918.788	211.950	126.490	279.393	313.322	17.338	2.573	-3.108	2.524	-0.502	-0.028	64.773	2.525	1.097	400.178			-0.002	68.334	0.044	-0.000	-0.187	-0.002	0.017	24	24
2	10	2008-08-07	1.726	1.673	3.927	3.925	83.185	82.169	3.744	4.206	914.322	257.111	151.945	242.688	310.707	16.245	1.079	-2.495	2.516	-1.075	-0.336	48.483	2.513	1.106	400.150			-0.017	51.977	0.034	-0.000	-0.368	-0.017	0.000	24	24
2	10	2008-08-08	2.225	2.167	4.120	4.118	83.626	82.188	6.272	7.100	907.920	192.184	110.757	274.564	312.535	30.737	3.817	-3.098	2.509	-0.674	-0.017	63.528	2.507	1.115	400.164	6.328	26.129	0.000	74.912	0.048	-0.000	-0.482	0.004	0.017	24	24
2	10	2008-08-09	0.651	0.619	3.988	3.986	90.605	89.103	6.592	7.477	904.535	110.250	70.935	300.191	310.729	19.830	2.595	-0.932	2.509	-1.073	-0.254	34.439	2.514	1.137	400.186			-0.004	50.271	0.032	-0.000	-0.308	-0.004	0.015	24	24
2	10	2008-08-10	-1.224	-1.256	3.243	3.247	85.408	84.567	6.547	7.427	903.177	197.857	143.689	261.679	302.285	19.996	-4.663	-0.894	2.504	-2.939	-1.464	0.370	2.505	1.143	400.175			-0.037	28.000	0.018	0.000	-1.730	-0.037	0.002	24	24
2	10	2008-08-11	-3.585	-3.598	2.926	2.929	93.087	90.036	5.448	6.190	899.502	180.268	135.300	274.248	295.732	7.808	-2.876	3.251	2.476	-4.415	-2.635	0.000	2.477	1.143	400.157			0.000	0.000	0.000	0.000	-2.106	0.007	-0.001	24	24
2	10	2008-08-12	-4.075	-4.092	2.794	2.795	92.997	89.503	4.575	5.198	901.240	168.611	128.419	265.505	292.525	8.330	-1.940	0.321	2.444	-5.147	-3.671	0.000	2.439	1.144	400.174			-0.031	0.000	0.000	0.000	-3.810	-0.031	-0.002	24	24
2	10	2008-08-13	-1.565	-1.598	3.069	3.073	82.364	81.383	5.763	6.546	895.154	179.016	132.051	273.332	299.991	18.908	-7.373	-3.294	2.446	-3.453	-1.883	0.000	2.439	1.145	400.223			0.000	0.000	0.000	0.001	-2.336	0.041	0.002	24	24
2	10	2008-08-14	-0.651	-0.683	3.500	3.503	85.845	85.568	6.367	7.232	886.182	175.285	121.754	277.430	304.599	19.818	-3.245	-2.174	2.469	-2.424	-0.847	11.718	2.477	1.145	400.113	6.578	1.783	0.000	40.761	0.026	0.000	-1.474	0.005	0.001	24	24
2	10	2008-08-15	-3.248	-3.279	2.926	2.927	89.849	87.235	3.312	3.740	891.969	216.037	146.569	229.070	292.955	10.628	0.443	1.766	2.477	-5.055	-3.049	0.360	2.477	1.145	400.117			-0.008	0.000	0.000	-0.000	-2.882	-0.008	-0.001	24	24
2	10	2008-08-16	-4.381	-4.420	2.442	2.445	83.049	79.824	2.575	2.879	898.594	230.103	156.976	213.392	285.851	8.520	-1.606	2.052	2.477	-6.705	-5.452	0.000	2.477	1.145	400.107			0.000	0.000	0.000	0.000	-3.928	0.003	-0.002	24	24
2	10	2008-08-17	-4.051	-4.098	2.306	2.312	75.988	73.437	3.075	3.450	899.690	220.301	151.434	215.997	285.724	12.655	-3.089	1.032	2.478	-6.738	-5.365	0.000	2.480	1.142	400.287			0.000	0.000	0.000	0.000	-3.355	0.002	0.001	24	24
2	10	2008-08-18	-4.023	-4.081	2.303	2.307	76.194	73.665	5.538	6.267	901.166	223.378	153.227	210.402	284.148	28.994	-5.003	1.144	2.479	-7.096	-5.753	0.000	2.479	1.145	400.293			-0.002	0.000	0.000	0.000	-4.630	-0.002	0.001	24	24
2	10	2008-08-19	-4.043	-4.107	2.228	2.232	73.170	70.787	4.428	4.991	898.724	219.580	149.647	209.989	282.497	23.949	-4.445	0.889	2.478	-7.489	-6.133	0.000	2.478	1.147	400.281			0.000	0.000	0.000	0.000	-4.778	0.001	0.003	24	24
2	10	2008-08-20	-3.772	-3.831	2.392	2.394	77.470	75.069	3.972	4.470	905.311	197.027	135.383	219.086	284.585	20.112	-2.031	-0.680	2.478	-6.997	-5.703	0.000	2.478	1.148	400.280			-0.001	0.000	0.000	0.000	-4.608	-0.001	0.000	24	24
2	10	2008-08-21	-4.470	-4.518	2.351	2.353	81.003	77.858	3.081	3.452	904.179	202.886	134.090	217.744	283.546	12.947	-1.198	1.210	2.478	-7.239	-5.613	0.000	2.478	1.148	400.277			0.000	0.000	0.000	0.000	-4.541	0.001	-0.001	24	24
2	10	2008-08-22	-5.679	-5.706	2.254	2.259	85.165	80.832	3.049	3.435	895.775	169.319	112.781	243.522	283.370	7.200	-3.824	-0.890	2.478	-7.292	-5.846	0.000	2.478	1.148	400.278			-0.000	0.000	0.000	0.000	-4.469	-0.000	0.001	24	24
2	10	2008-08-23	-5.608	-5.644	2.364	2.365	89.257	84.697	2.112	2.360	900.031	161.763	115.969	230.289	281.260	6.773	0.035	0.343	2.478	-7.785	-6.934	0.000	2.478	1.146	400.281			0.000	0.000	0.000	-0.000	-4.613	0.000	-0.002	24	24
2	10	2008-08-24	-5.712	-5.758	2.036	2.041	78.236	74.337	4.022	4.538	906.391	181.326	128.157	218.367	279.199	17.098	-4.873	2.751	2.478	-8.262	-7.440	0.000	2.477	1.148	400.286			0.000	0.000	0.000	0.000	-5.413	0.001	0.004	24	24
2	10	2008-08-25	-4.609	-4.657	2.325	2.327	80.758	77.574	3.959	4.463	911.792	146.643	102.528	240.609	283.550	17.475	-2.404	-3.379	2.478	-7.258	-6.104	0.000	2.477	1.149	400.284			0.000	0.000	0.000	0.000	-3.389	0.000	-0.000	24	24
2	10	2008-08-26	-0.377	-0.434	3.056	3.060	76.018	75.208	6.029	6.828	914.372	169.935	116.176	253.921	300.094	32.551	-5.926	-7.273	2.479	-3.441	-2.139	7.161	2.480	1.147	400.268	4.098		0.000	26.938	0.017	0.000	-0.829	0.003	-0.002	24	24
2	10	2008-08-27	-0.056	-0.130	3.011	3.014	72.337	72.218	6.649	7.528	910.727	172.540	113.471	227.069	297.596	43.999	-4.717	-1.999	2.480	-3.997	-2.478	3.377	2.480	1.146	400.276			-0.002	0.000	0.000	0.000	-2.085	-0.002	-0.000	24	24
2	10	2008-08-28	-1.806	-1.867	2.854	2.854	79.661	78.642	4.628	5.221	917.890	165.671	108.866	230.889	292.514	25.259	0.053	-0.287	2.479	-5.154	-3.723	0.000	2.479	1.146	400.279			0.000	0.000	0.000	-0.000	-3.102	0.000	0.001	24	24
2	10	2008-08-29	-2.204	-2.267	2.617	2.619	75.593	74.362	3.736	4.193	921.900	155.780	101.894	232.691	290.338	19.620	-1.857	-1.338	2.479	-5.666	-4.551	0.000	2.479	1.146	400.277			0.000	0.000	0.000	0.000	-2.970	0.001	-0.000	24	24
2	10	2008-08-30	-1.408	-1.478	2.610	2.614	70.545	70.055	4.496	5.064	919.947	146.654	95.364	232.010	292.196	27.122	-4.247	-1.326	2.479	-5.226	-4.149	0.000	2.479	1.147	400.261			-0.001	0.000	0.000	0.000	-3.258	-0.001	0.001	24	24
